x,y,z
10625.0,27875.0,25.634498595000004
10875.0,27875.0,27.47999954
11125.0,27875.0,28.500499729999998
11375.0,27875.0,29.596500395
11625.0,27875.0,29.422497749999998
11875.0,27875.0,28.896999360000002
12125.0,27875.0,27.426500320000002
12375.0,27875.0,26.065001485
12625.0,27875.0,24.77250004
12875.0,27875.0,23.441499710000002
13125.0,27875.0,21.680501935
13375.0,27875.0,20.009500505
13625.0,27875.0,18.61499977
13875.0,27875.0,16.84449959
14125.0,27875.0,16.058000565
14375.0,27875.0,16.15120125
14625.0,27875.0,19.723348615000003
14875.0,27875.0,18.575752259999998
15125.0,27875.0,17.968097685
15375.0,27875.0,17.316902159999998
15625.0,27875.0,20.160200115000002
15875.0,27875.0,20.03510094
16125.0,27875.0,20.19829941
16375.0,27875.0,19.899051665
16625.0,27875.0,20.50525093
16875.0,27875.0,21.19695091
17125.0,27875.0,21.867500305
17375.0,27875.0,23.017250060000002
17625.0,27875.0,24.4456501
17875.0,27875.0,26.216098785
18125.0,27875.0,27.878849985000002
18375.0,27875.0,29.606649875
18625.0,27875.0,30.734851835
18875.0,27875.0,30.74670005
19125.0,27875.0,30.933949945000002
19375.0,27875.0,30.572401525
19625.0,27875.0,33.508398535
19875.0,27875.0,96.95999908
20125.0,27875.0,92.94000244
20375.0,27875.0,89.80000305
20625.0,27875.0,97.05000305
20875.0,27875.0,102.0
21125.0,27875.0,95.56999969
125.0,27625.0,161.69000241999998
375.0,27625.0,152.32000731
625.0,27625.0,139.0
875.0,27625.0,140.80999758000002
1125.0,27625.0,132.36000060499998
1375.0,27625.0,120.98000338
1625.0,27625.0,118.16000368
1875.0,27625.0,122.38999939499999
2125.0,27625.0,137.32000731
2375.0,27625.0,137.550003075
2625.0,27625.0,147.38999939500002
2875.0,27625.0,158.94000241999998
3125.0,27625.0,142.669998185
3375.0,27625.0,118.83999632
3625.0,27625.0,107.48000338
3875.0,27625.0,100.13999939499999
4125.0,27625.0,99.16000366
4375.0,27625.0,89.08999634
4625.0,27625.0,88.58999634
4875.0,27625.0,87.58999634
5125.0,27625.0,87.0
5375.0,27625.0,87.08999634
5625.0,27625.0,87.0
5875.0,27625.0,86.18000031
6125.0,27625.0,84.18000031
6375.0,27625.0,84.0
6625.0,27625.0,84.0
6875.0,27625.0,84.0
7125.0,27625.0,83.19999695
7375.0,27625.0,83.0
7625.0,27625.0,83.0
7875.0,27625.0,83.0
8125.0,27625.0,-30.035499599999994
8375.0,27625.0,-29.848503129999997
8625.0,27625.0,-32.192001354999995
8875.0,27625.0,-35.00650023
